#Measurement:		CV
#Sensor type:		HPK_8in_198ch_2019
#Needle measurement:	0
#Identifier:		100113_20220701
#Timestamp:		1.7.2022 10:54 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		1000.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		None
#Masked channels:		None
#Vltg. sign inversion?:	1
#VISA source:		GPIB0::24::INSTR
#VISA DMM:		GPIB0::14::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot analysis cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV_analysis.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-199--invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot on matrix cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\geo\switch_matrix.txt" -m "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\maps\Probe_card_HPK_8in_198ch_2019.txt"  --colorpalette 1
#Voltage file:		C:\Users\probe-station\Desktop\Voltage_Files\CV_300um_1to400.txt
#CV correction file:		None
#Comments:		

#Voltage	#Channel	#Cs        	#Error     	#Tot. curr.	#Act. vlt.	#Time  	#Temp	#Hum.	#Cp        	#Error      	#Impedance 	#Error     	#Phase      	#Error      	#Cs uncorr.	#Cp uncorr.
#[V]    	#       	#[pF]      	#[pF]      	#[nA]      	#[V]      	#[s]   	#[C] 	#[%] 	#[pF]      	#[pF]       	#[Ohm]     	#[Ohm]     	#[Rad]      	#[Rad]      	#[pF]      	#[pF]      
-300.0  	110     	2.216928E+2	2.696805E-2	-1.32E+2   	-300.00   	2962.55	23.5 	14.6 	1.856638E+2	3.707441E-4 	3.922390E+5	4.419276E+1	-1.155857E+0	2.081666E-5 	2.216928E+2	1.856638E+2
-300.0  	111     	2.055540E+2	2.942613E-4	-1.30E+2   	-300.00   	2963.97	23.5 	14.6 	1.653365E+2	6.806862E-7 	4.316610E+5	1.000000E+0	-1.112603E+0	5.773503E-6 	2.055540E+2	1.653365E+2
-300.0  	112     	2.150858E+2	2.217897E-2	-1.30E+2   	-300.00   	2966.41	23.5 	14.6 	1.775106E+2	3.696915E-4 	4.072603E+5	4.301550E+1	-1.139587E+0	1.154701E-5 	2.150858E+2	1.775106E+2
-300.0  	113     	2.242868E+2	2.930943E-2	-1.30E+2   	-300.00   	2967.83	23.5 	14.6 	1.888095E+2	4.769224E-4 	3.867020E+5	4.763402E+1	-1.161770E+0	1.732051E-5 	2.242868E+2	1.888095E+2
-300.0  	114     	2.217439E+2	2.667871E-2	-1.30E+2   	-300.00   	2969.08	23.5 	14.6 	1.857137E+2	3.807188E-4 	3.921410E+5	4.419276E+1	-1.155900E+0	1.732051E-5 	2.217439E+2	1.857137E+2
-300.0  	115     	2.198914E+2	2.915981E-2	-1.30E+2   	-300.00   	2970.47	23.5 	14.6 	1.835006E+2	3.310105E-4 	3.961570E+5	4.590207E+1	-1.151837E+0	3.785939E-5 	2.198914E+2	1.835006E+2
-300.0  	116     	2.180169E+2	2.347727E-2	-1.30E+2   	-300.00   	2971.89	23.5 	14.6 	1.811971E+2	2.930088E-4 	4.003773E+5	4.046398E+1	-1.147293E+0	1.527525E-5 	2.180169E+2	1.811971E+2
-300.0  	117     	2.170538E+2	3.437637E-2	-1.30E+2   	-300.00   	2973.22	23.5 	14.6 	1.800060E+2	7.879309E-4 	4.025900E+5	6.326927E+1	-1.144897E+0	5.773503E-6 	2.170538E+2	1.800060E+2
-300.0  	118     	2.238968E+2	2.325099E-2	-1.30E+2   	-300.00   	2974.54	23.5 	14.6 	1.882937E+2	4.597743E-4 	3.875683E+5	4.219400E+1	-1.160623E+0	1.154701E-5 	2.238968E+2	1.882937E+2
-300.0  	119     	2.147467E+2	2.358604E-2	-1.30E+2   	-300.00   	2975.89	23.5 	14.6 	1.771295E+2	4.160343E-4 	4.080200E+5	4.590207E+1	-1.138967E+0	5.773503E-6 	2.147467E+2	1.771295E+2
-300.0  	120     	2.145358E+2	2.428851E-2	-1.30E+2   	-300.00   	2977.31	23.5 	14.6 	1.768653E+2	4.167283E-4 	4.085253E+5	4.669404E+1	-1.138413E+0	5.773503E-6 	2.145358E+2	1.768653E+2
-300.0  	121     	2.225878E+2	3.665346E-3	-1.19E+2   	-300.00   	2978.60	23.5 	14.6 	1.867074E+2	5.724123E-8 	3.903540E+5	3.464102E+0	-1.157650E+0	1.732051E-5 	2.225878E+2	1.867074E+2
-300.0  	122     	2.211483E+2	2.495537E-2	-1.19E+2   	-300.00   	2981.03	23.5 	14.6 	1.849960E+2	3.765853E-4 	3.934297E+5	4.282912E+1	-1.154560E+0	1.000000E-5 	2.211483E+2	1.849960E+2
-300.0  	123     	2.157662E+2	2.290538E-2	-1.19E+2   	-300.00   	2982.45	23.5 	14.6 	1.784183E+2	4.937507E-4 	4.055820E+5	4.677606E+1	-1.141703E+0	2.081666E-5 	2.157662E+2	1.784183E+2
-300.0  	124     	2.205730E+2	2.500199E-2	-1.19E+2   	-300.00   	2983.73	23.5 	14.6 	1.843242E+2	3.980988E-4 	3.946597E+5	4.373023E+1	-1.153393E+0	5.773503E-6 	2.205730E+2	1.843242E+2
-300.0  	125     	2.224510E+2	3.189597E-2	-1.19E+2   	-300.00   	2985.09	23.5 	14.6 	1.866052E+2	6.143115E-4 	3.905810E+5	5.370289E+1	-1.157727E+0	3.214550E-5 	2.224510E+2	1.866052E+2
-300.0  	126     	2.128942E+2	2.500347E-2	-1.19E+2   	-300.00   	2986.52	23.5 	14.6 	1.747790E+2	3.475988E-4 	4.125377E+5	4.623130E+1	-1.133907E+0	1.154701E-5 	2.128942E+2	1.747790E+2
-300.0  	127     	2.132610E+2	2.728001E-2	-1.19E+2   	-300.00   	2987.80	23.5 	14.6 	1.751962E+2	3.662707E-4 	4.116917E+5	4.880915E+1	-1.134617E+0	2.081666E-5 	2.132610E+2	1.751962E+2
-300.0  	128     	2.216753E+2	2.574057E-2	-1.19E+2   	-300.00   	2989.16	23.5 	14.6 	1.856503E+2	4.249902E-4 	3.922687E+5	4.455708E+1	-1.155863E+0	5.773503E-6 	2.216753E+2	1.856503E+2
-300.0  	129     	2.215796E+2	3.904267E-2	-1.19E+2   	-300.00   	2990.58	23.5 	14.6 	1.855189E+2	8.088075E-4 	3.924923E+5	6.466323E+1	-1.155550E+0	2.645751E-5 	2.215796E+2	1.855189E+2
-300.0  	130     	2.226142E+2	3.624818E-2	-1.19E+2   	-300.00   	2992.00	23.5 	14.6 	1.867950E+2	8.421284E-4 	3.902393E+5	6.208328E+1	-1.158050E+0	1.000000E-5 	2.226142E+2	1.867950E+2
-300.0  	131     	2.252138E+2	2.110319E-3	-1.26E+2   	-300.00   	2993.23	23.5 	14.6 	1.899115E+2	3.166713E-6 	3.847840E+5	3.605551E+0	-1.163730E+0	0.000000E+0 	2.252138E+2	1.899115E+2
-300.0  	132     	2.256692E+2	3.027492E-2	-1.26E+2   	-300.00   	2995.66	23.5 	14.6 	1.904616E+2	6.788863E-4 	3.838400E+5	5.200000E+1	-1.164743E+0	5.773503E-6 	2.256692E+2	1.904616E+2
-300.0  	133     	2.238177E+2	2.855008E-2	-1.26E+2   	-300.00   	2997.08	23.5 	14.6 	1.882320E+2	6.006211E-4 	3.877003E+5	4.996332E+1	-1.160653E+0	5.773503E-6 	2.238177E+2	1.882320E+2
-300.0  	134     	2.191838E+2	2.956691E-2	-1.26E+2   	-300.00   	2998.50	23.5 	14.5 	1.825886E+2	5.828954E-4 	3.977857E+5	5.312564E+1	-1.149867E+0	5.773503E-6 	2.191838E+2	1.825886E+2
-300.0  	135     	2.164274E+2	3.140913E-2	-1.26E+2   	-300.00   	2999.75	23.5 	14.5 	1.792011E+2	4.542225E-4 	4.040767E+5	5.335104E+1	-1.143147E+0	2.886751E-5 	2.164274E+2	1.792011E+2
-300.0  	136     	2.178588E+2	3.440614E-2	-1.26E+2   	-300.00   	3001.14	23.5 	14.5 	1.810041E+2	5.700215E-4 	4.007360E+5	5.807753E+1	-1.146917E+0	2.886751E-5 	2.178588E+2	1.810041E+2
-300.0  	137     	2.235583E+2	2.695108E-2	-1.26E+2   	-300.00   	3002.57	23.5 	14.5 	1.879217E+2	3.960165E-4 	3.882453E+5	4.392418E+1	-1.160090E+0	2.000000E-5 	2.235583E+2	1.879217E+2
-300.0  	138     	2.208780E+2	4.138580E-2	-1.26E+2   	-300.00   	3003.82	23.5 	14.5 	1.846756E+2	1.039221E-3 	3.940117E+5	7.130451E+1	-1.153983E+0	1.527525E-5 	2.208780E+2	1.846756E+2
-300.0  	139     	2.208688E+2	2.833400E-2	-1.26E+2   	-300.00   	3005.22	23.5 	14.5 	1.846652E+2	4.753759E-4 	3.940310E+5	4.853864E+1	-1.153967E+0	1.154701E-5 	2.208688E+2	1.846652E+2
-300.0  	140     	2.136719E+2	2.844043E-2	-1.26E+2   	-300.00   	3006.64	23.5 	14.5 	1.757626E+2	4.045454E-4 	4.106323E+5	5.081666E+1	-1.136017E+0	2.081666E-5 	2.136719E+2	1.757626E+2
-300.0  	141     	2.152493E+2	2.874120E-3	-1.36E+2   	-300.00   	3007.91	23.5 	14.5 	1.777206E+2	2.063868E-6 	4.068650E+5	4.358899E+0	-1.140047E+0	5.773503E-6 	2.152493E+2	1.777206E+2
-300.0  	142     	2.190913E+2	3.752826E-2	-1.36E+2   	-300.00   	3010.35	23.5 	14.5 	1.824625E+2	6.313391E-4 	3.980070E+5	6.148984E+1	-1.149567E+0	3.785939E-5 	2.190913E+2	1.824625E+2
-300.0  	143     	1.998248E+2	3.014228E-2	-1.36E+2   	-300.00   	3011.72	23.5 	14.5 	1.578666E+2	5.232950E-4 	4.480437E+5	6.625959E+1	-1.094793E+0	5.773503E-6 	1.998248E+2	1.578666E+2
-300.0  	144     	2.223245E+2	2.725350E-2	-1.36E+2   	-300.00   	3013.14	23.5 	14.5 	1.863911E+2	4.991697E-4 	3.909163E+5	4.738495E+1	-1.157067E+0	5.773503E-6 	2.223245E+2	1.863911E+2
-300.0  	145     	2.225962E+2	3.033663E-2	-1.36E+2   	-300.00   	3014.43	23.5 	14.5 	1.867581E+2	4.312467E-4 	3.902937E+5	4.829424E+1	-1.157917E+0	2.886751E-5 	2.225962E+2	1.867581E+2
-300.0  	146     	2.187972E+2	2.910556E-2	-1.36E+2   	-300.00   	3015.79	23.5 	14.5 	1.821408E+2	4.369953E-4 	3.986260E+5	4.938623E+1	-1.149097E+0	2.081666E-5 	2.187972E+2	1.821408E+2
-300.0  	147     	2.186542E+2	4.128609E-2	-1.36E+2   	-300.00   	3017.21	23.5 	14.5 	1.819476E+2	1.025273E-3 	3.989680E+5	7.277362E+1	-1.148643E+0	1.527525E-5 	2.186542E+2	1.819476E+2
-300.0  	148     	2.192106E+2	2.236530E-2	-1.36E+2   	-300.00   	3018.56	23.5 	14.5 	1.826256E+2	3.832032E-4 	3.977210E+5	4.156922E+1	-1.149957E+0	1.154701E-5 	2.192106E+2	1.826256E+2
-300.0  	149     	2.247434E+2	2.264977E-2	-1.36E+2   	-300.00   	3019.86	23.5 	14.5 	1.893021E+2	4.797038E-4 	3.858060E+5	4.176123E+1	-1.162430E+0	1.732051E-5 	2.247434E+2	1.893021E+2
-300.0  	150     	2.183752E+2	2.172167E-2	-1.36E+2   	-300.00   	3021.27	23.5 	14.6 	1.815864E+2	3.415955E-4 	3.996197E+5	4.020365E+1	-1.147853E+0	5.773503E-6 	2.183752E+2	1.815864E+2
-300.0  	151     	2.213547E+2	1.720853E-3	-1.26E+2   	-300.00   	3022.69	23.5 	14.5 	1.852537E+2	2.074167E-6 	3.929727E+5	3.055050E+0	-1.155080E+0	0.000000E+0 	2.213547E+2	1.852537E+2
-300.0  	152     	2.225523E+2	3.101740E-2	-1.26E+2   	-300.00   	3025.13	23.5 	14.6 	1.867044E+2	6.288563E-4 	3.903883E+5	5.342596E+1	-1.157813E+0	5.773503E-6 	2.225523E+2	1.867044E+2
-300.0  	153     	2.166594E+2	2.880873E-2	-1.26E+2   	-300.00   	3026.40	23.5 	14.6 	1.794678E+2	4.038149E-4 	4.035600E+5	4.942671E+1	-1.143603E+0	2.309401E-5 	2.166594E+2	1.794678E+2
-300.0  	154     	1.922524E+2	3.550860E-2	-1.26E+2   	-300.00   	3027.77	23.5 	14.6 	1.475631E+2	7.428124E-4 	4.724603E+5	8.727161E+1	-1.067710E+0	0.000000E+0 	1.922524E+2	1.475631E+2
-300.0  	155     	2.137952E+2	3.004916E-2	-1.26E+2   	-300.00   	3029.19	23.5 	14.6 	1.759228E+2	4.574257E-4 	4.103270E+5	5.377732E+1	-1.136377E+0	2.081666E-5 	2.137952E+2	1.759228E+2
-300.0  	156     	2.133680E+2	2.950891E-2	-1.26E+2   	-300.00   	3030.54	23.5 	14.6 	1.753908E+2	3.462340E-4 	4.113600E+5	5.026927E+1	-1.135270E+0	3.464102E-5 	2.133680E+2	1.753908E+2
-300.0  	157     	2.230032E+2	2.598587E-2	-1.26E+2   	-300.00   	3031.83	23.5 	14.6 	1.872399E+2	5.636412E-4 	3.894353E+5	4.735328E+1	-1.158773E+0	1.527525E-5 	2.230032E+2	1.872399E+2
-300.0  	158     	2.244512E+2	2.795077E-2	-1.26E+2   	-300.00   	3033.19	23.5 	14.6 	1.889883E+2	5.992530E-4 	3.863773E+5	4.908496E+1	-1.162017E+0	5.773503E-6 	2.244512E+2	1.889883E+2
-300.0  	159     	2.268821E+2	2.927581E-2	-1.26E+2   	-300.00   	3034.61	23.5 	14.6 	1.918812E+2	7.103195E-4 	3.813940E+5	5.109795E+1	-1.167153E+0	1.154701E-5 	2.268821E+2	1.918812E+2
-300.0  	160     	2.199537E+2	3.592894E-2	-1.26E+2   	-300.00   	3035.89	23.5 	14.6 	1.835144E+2	6.864690E-4 	3.960860E+5	6.063003E+1	-1.151603E+0	2.309401E-5 	2.199537E+2	1.835144E+2
-300.0  	161     	2.270922E+2	1.116134E-3	-1.30E+2   	-300.00   	3037.32	23.5 	14.6 	1.921195E+2	6.490819E-8 	3.809810E+5	1.000000E+0	-1.167523E+0	5.773503E-6 	2.270922E+2	1.921195E+2
-300.0  	162     	2.111043E+2	2.373039E-2	-1.30E+2   	-300.00   	3039.75	23.5 	14.6 	1.725148E+2	4.134212E-4 	4.169927E+5	4.801389E+1	-1.129017E+0	5.773503E-6 	2.111043E+2	1.725148E+2
-300.0  	163     	1.980154E+2	3.407379E-2	-1.30E+2   	-300.00   	3041.17	23.5 	14.6 	1.554516E+2	5.784074E-4 	4.535687E+5	7.406979E+1	-1.088710E+0	2.000000E-5 	1.980154E+2	1.554516E+2
-300.0  	164     	2.194062E+2	2.685372E-2	-1.30E+2   	-300.00   	3042.39	23.5 	14.6 	1.828295E+2	3.637781E-4 	3.973220E+5	4.503332E+1	-1.150207E+0	2.081666E-5 	2.194062E+2	1.828295E+2
-300.0  	165     	2.203915E+2	2.673277E-2	-1.30E+2   	-300.00   	3043.82	23.5 	14.6 	1.840734E+2	4.200562E-4 	3.950910E+5	4.592385E+1	-1.152787E+0	1.527525E-5 	2.203915E+2	1.840734E+2
-300.0  	166     	2.201670E+2	2.863378E-2	-1.30E+2   	-300.00   	3045.24	23.5 	14.6 	1.837873E+2	5.948748E-4 	3.956000E+5	5.197115E+1	-1.152183E+0	5.773503E-6 	2.201670E+2	1.837873E+2
-300.0  	167     	2.222468E+2	3.706486E-2	-1.30E+2   	-300.00   	3046.58	23.5 	14.6 	1.863330E+2	8.705808E-4 	3.910457E+5	6.357148E+1	-1.157110E+0	1.000000E-5 	2.222468E+2	1.863330E+2
-300.0  	168     	2.121972E+2	2.531961E-2	-1.30E+2   	-300.00   	3047.88	23.5 	14.6 	1.739146E+2	5.123820E-4 	4.142403E+5	5.167527E+1	-1.132113E+0	1.154701E-5 	2.121972E+2	1.739146E+2
-300.0  	169     	2.160881E+2	2.221371E-2	-1.30E+2   	-300.00   	3049.30	23.5 	14.6 	1.787509E+2	2.417356E-4 	4.049027E+5	3.842308E+1	-1.142110E+0	1.732051E-5 	2.160881E+2	1.787509E+2
-300.0  	170     	2.242371E+2	3.299506E-2	-1.30E+2   	-300.00   	3050.59	23.5 	14.6 	1.887218E+2	4.277024E-4 	3.868347E+5	4.965212E+1	-1.161490E+0	4.358899E-5 	2.242371E+2	1.887218E+2
-300.0  	171     	2.224330E+2	3.287313E-4	-1.22E+2   	-300.00   	3051.95	23.5 	14.6 	1.865464E+2	7.600773E-8 	3.906583E+5	5.773503E-1	-1.157460E+0	0.000000E+0 	2.224330E+2	1.865464E+2
-300.0  	172     	2.221123E+2	2.261719E-2	-1.22E+2   	-300.00   	3054.41	23.5 	14.6 	1.861309E+2	5.602914E-4 	3.913763E+5	4.481443E+1	-1.156563E+0	2.886751E-5 	2.221123E+2	1.861309E+2
-300.0  	173     	2.211127E+2	2.724372E-2	-1.22E+2   	-300.00   	3055.80	23.5 	14.6 	1.849302E+2	5.845217E-4 	3.935313E+5	4.996332E+1	-1.154340E+0	1.000000E-5 	2.211127E+2	1.849302E+2
-300.0  	174     	2.273346E+2	2.445091E-2	-1.22E+2   	-300.00   	3057.09	23.5 	14.6 	1.924187E+2	4.683708E-4 	3.804817E+5	4.186088E+1	-1.168097E+0	5.773503E-6 	2.273346E+2	1.924187E+2
-300.0  	175     	2.194821E+2	3.058072E-2	-1.22E+2   	-300.00   	3058.48	23.5 	14.6 	1.829423E+2	5.427809E-4 	3.971307E+5	5.265295E+1	-1.150510E+0	3.464102E-5 	2.194821E+2	1.829423E+2
-300.0  	176     	2.225113E+2	3.525668E-2	-1.22E+2   	-300.00   	3059.88	23.5 	14.6 	1.866553E+2	8.924197E-4 	3.904757E+5	6.217985E+1	-1.157723E+0	5.773503E-6 	2.225113E+2	1.866553E+2
-300.0  	177     	2.259615E+2	2.805229E-2	-1.22E+2   	-300.00   	3061.16	23.5 	14.6 	1.907728E+2	5.375409E-4 	3.832787E+5	4.707795E+1	-1.165137E+0	5.773503E-6 	2.259615E+2	1.907728E+2
-300.0  	178     	2.225462E+2	2.865284E-2	-1.22E+2   	-300.00   	3062.52	23.5 	14.6 	1.866872E+2	5.120101E-4 	3.904117E+5	4.878866E+1	-1.157740E+0	1.000000E-5 	2.225462E+2	1.866872E+2
-300.0  	179     	2.139819E+2	2.768210E-2	-1.22E+2   	-300.00   	3063.94	23.5 	14.6 	1.761494E+2	3.081187E-4 	4.098840E+5	4.693613E+1	-1.136823E+0	3.214550E-5 	2.139819E+2	1.761494E+2
-300.0  	180     	2.170684E+2	3.130934E-2	-1.22E+2   	-300.00   	3065.30	23.5 	14.6 	1.799870E+2	6.479147E-4 	4.025977E+5	5.750072E+1	-1.144707E+0	5.773503E-6 	2.170684E+2	1.799870E+2
-300.0  	181     	2.230735E+2	2.110479E-3	-1.32E+2   	-300.00   	3066.59	23.5 	14.6 	1.873502E+2	2.091791E-6 	3.892593E+5	3.214550E+0	-1.159087E+0	5.773503E-6 	2.230735E+2	1.873502E+2
-300.0  	182     	2.285805E+2	4.998160E-2	-1.32E+2   	-300.00   	3069.02	23.5 	14.6 	1.899640E+2	7.328147E-4 	3.818870E+5	5.510898E+1	-1.147220E+0	2.551470E-4 	2.285805E+2	1.899640E+2
-300.0  	183     	2.276128E+2	2.285851E-2	-1.32E+2   	-300.00   	3070.44	23.5 	14.6 	1.928006E+2	4.322782E-4 	3.798723E+5	3.955165E+1	-1.168990E+0	1.000000E-5 	2.276128E+2	1.928006E+2
-300.0  	184     	2.214852E+2	3.338340E-2	-1.32E+2   	-300.00   	3071.86	23.5 	14.6 	1.854219E+2	4.969343E-4 	3.926787E+5	5.320088E+1	-1.155440E+0	3.464102E-5 	2.214852E+2	1.854219E+2
-300.0  	185     	2.244449E+2	2.992995E-2	-1.32E+2   	-300.00   	3073.11	23.5 	14.6 	1.889699E+2	4.767317E-4 	3.864017E+5	4.808673E+1	-1.161937E+0	2.081666E-5 	2.244449E+2	1.889699E+2
-300.0  	186     	2.227150E+2	2.952328E-2	-1.32E+2   	-300.00   	3074.50	23.5 	14.6 	1.868976E+2	5.463940E-4 	3.900440E+5	5.023943E+1	-1.158160E+0	1.000000E-5 	2.227150E+2	1.868976E+2
-300.0  	187     	2.249551E+2	3.247418E-2	-1.32E+2   	-300.00   	3075.93	23.5 	14.6 	1.895875E+2	6.982832E-4 	3.853340E+5	5.467175E+1	-1.163083E+0	5.773503E-6 	2.249551E+2	1.895875E+2
-300.0  	188     	2.210985E+2	2.432149E-2	-1.32E+2   	-300.00   	3077.18	23.5 	14.6 	1.849587E+2	3.412126E-4 	3.935137E+5	4.129568E+1	-1.154587E+0	1.154701E-5 	2.210985E+2	1.849587E+2
-300.0  	189     	2.165621E+2	2.867490E-2	-1.32E+2   	-300.00   	3078.58	23.5 	14.6 	1.793676E+2	4.619970E-4 	4.037633E+5	5.084617E+1	-1.143483E+0	2.081666E-5 	2.165621E+2	1.793676E+2
-300.0  	190     	2.067343E+2	3.760942E-2	-1.32E+2   	-300.00   	3080.00	23.5 	14.6 	1.669633E+2	6.590051E-4 	4.283250E+5	7.189576E+1	-1.116747E+0	2.886751E-5 	2.067343E+2	1.669633E+2
-300.0  	191     	2.272464E+2	8.175570E-4	-1.23E+2   	-300.00   	3081.28	23.5 	14.6 	1.923899E+2	4.790806E-7 	3.805840E+5	1.000000E+0	-1.168377E+0	5.773503E-6 	2.272464E+2	1.923899E+2
-300.0  	192     	2.239035E+2	2.583583E-2	-1.23E+2   	-300.00   	3083.71	23.5 	14.6 	1.883947E+2	3.940972E-4 	3.874587E+5	4.277071E+1	-1.161207E+0	1.154701E-5 	2.239035E+2	1.883947E+2
-300.0  	193     	2.263081E+2	2.437151E-2	-1.23E+2   	-300.00   	3085.08	23.5 	14.6 	1.912676E+2	3.653301E-4 	3.824893E+5	3.970306E+1	-1.166370E+0	1.000000E-5 	2.263081E+2	1.912676E+2
-300.0  	194     	2.262174E+2	2.059877E-2	-1.23E+2   	-300.00   	3086.50	23.5 	14.6 	1.911380E+2	3.367226E-4 	3.826957E+5	3.579572E+1	-1.166047E+0	5.773503E-6 	2.262174E+2	1.911380E+2
-300.0  	195     	2.223242E+2	2.982258E-2	-1.23E+2   	-300.00   	3087.85	23.5 	14.6 	1.864525E+2	5.126759E-4 	3.908523E+5	4.994330E+1	-1.157443E+0	1.527525E-5 	2.223242E+2	1.864525E+2
-300.0  	196     	2.232520E+2	3.232039E-2	-1.23E+2   	-300.00   	3089.14	23.5 	14.6 	1.875623E+2	7.099598E-4 	3.888837E+5	5.577036E+1	-1.159467E+0	5.773503E-6 	2.232520E+2	1.875623E+2
-300.0  	197     	2.230116E+2	2.717539E-2	-1.23E+2   	-300.00   	3090.57	23.5 	14.6 	1.872114E+2	7.072007E-4 	3.894577E+5	5.139390E+1	-1.158557E+0	2.309401E-5 	2.230116E+2	1.872114E+2
-300.0  	198     	2.068458E+2	3.367200E-2	-1.23E+2   	-300.00   	3091.99	23.5 	14.5 	1.670120E+2	6.176466E-4 	4.281470E+5	6.670082E+1	-1.116493E+0	1.527525E-5 	2.068458E+2	1.670120E+2
-300.0  	199     	3.232856E+2	2.947602E-2	-1.23E+2   	-300.00   	3093.22	23.5 	14.5 	2.961553E+2	5.247755E-4 	2.571800E+5	2.165641E+1	-1.276893E+0	2.516611E-5 	3.232856E+2	2.961553E+2
-300.0  	200     	1.873324E+2	3.820922E-2	-1.23E+2   	-300.00   	3094.63	23.5 	14.5 	1.405273E+2	4.702830E-4 	4.904597E+5	8.784835E+1	-1.047370E+0	4.358899E-5 	1.873324E+2	1.405273E+2
-300.0  	201     	1.869219E+2	3.971445E-3	-1.31E+2   	-300.00   	3096.05	23.5 	14.5 	1.398969E+2	1.252388E-5 	4.921030E+5	1.113553E+1	-1.045380E+0	1.000000E-5 	1.869219E+2	1.398969E+2
-300.0  	202     	2.027373E+2	3.804232E-2	-1.31E+2   	-300.00   	3098.49	23.5 	14.5 	1.618983E+2	8.667589E-4 	4.392403E+5	8.115623E+1	-1.105353E+0	5.773503E-6 	2.027373E+2	1.618983E+2
-300.0  	203     	2.123252E+2	2.473006E-2	-1.31E+2   	-300.00   	3099.76	23.5 	14.5 	1.742337E+2	3.933007E-4 	4.137360E+5	4.763402E+1	-1.133427E+0	5.773503E-6 	2.123252E+2	1.742337E+2
-300.0  	204     	2.287139E+2	2.787091E-2	-1.31E+2   	-300.00   	3101.13	23.5 	14.5 	1.943158E+2	6.288734E-4 	3.774763E+5	4.735328E+1	-1.172540E+0	1.000000E-5 	2.287139E+2	1.943158E+2
-300.0  	205     	2.377082E+2	2.335249E-2	-1.31E+2   	-300.00   	3102.55	23.5 	14.6 	2.049427E+2	4.236812E-4 	3.605387E+5	3.580968E+1	-1.190423E+0	5.773503E-6 	2.377082E+2	2.049427E+2
-300.0  	206     	2.630740E+2	2.498577E-2	-1.31E+2   	-300.00   	3103.90	23.5 	14.6 	2.339422E+2	4.126116E-4 	3.207723E+5	2.916048E+1	-1.231557E+0	1.154701E-5 	2.630740E+2	2.339422E+2
-300.0  	207     	3.766508E+2	1.468180E-2	-1.31E+2   	-300.00   	3105.19	23.5 	14.6 	3.555341E+2	2.676138E-4 	2.174603E+5	9.237604E+0	-1.331747E+0	1.527525E-5 	3.766508E+2	3.555341E+2
-350.0  	1       	1.988951E+2	1.847567E-2	-1.55E+2   	-350.00   	3144.23	23.5 	14.5 	1.555142E+2	4.671662E-6 	4.524733E+5	2.411086E+1	-1.084877E+0	7.505553E-5 	1.988951E+2	1.555142E+2
-350.0  	2       	2.015510E+2	5.030964E-2	-1.49E+2   	-350.00   	3146.55	23.5 	14.5 	1.589981E+2	8.729829E-7 	4.445307E+5	5.674798E+1	-1.093380E+0	2.357965E-4 	2.015510E+2	1.589981E+2
-350.0  	3       	2.016432E+2	1.331496E-2	-1.43E+2   	-350.00   	3148.98	23.5 	14.5 	1.592840E+2	4.258682E-7 	4.440300E+5	1.552417E+1	-1.094677E+0	6.027714E-5 	2.016432E+2	1.592840E+2
